country,country_id,year,electoral_democracy_index,electoral_fairness_index,liberal_democracy_index,freedom_of_expression_index,freedom_of_association_index,free_and_fair_elections_index,civil_society_participation_index,voting_age_restrictions,compulsory_voting,women_voting_rights,election_monitoring_quality,campaign_donation_regulation,public_campaign_financing,vote_buying,campaign_freedom,electoral_fairness_index,election_result_acceptance,voter_turnout,voter_participation_rate,party_ban_restrictions,opposition_party_autonomy,academic_freedom,religious_freedom,freedom_of_movement,men_domestic_movement_freedom,women_domestic_movement_freedom,freedom_to_choose_residence,men_property_rights,women_property_rights,state_control_over_internet,state_territorial_control,civil_society_organizational_autonomy,civil_society_repression,government_consultation_with_civil_society,gender_inclusion_in_civil_society,religious_organization_control,media_censorship,media_censorship_effort,media_censorship_binary,journalist_harassment,media_self_censorship,media_bias,media_corruption,legislative_constraints_on_executive,judicial_constraints_on_executive,other_constraints_on_executive,education_equality,health_equality,gdp_per_capita
Türkiye,99,2002,0.638,1.969,0.491,0.742,0.691,0.89,0.667,18.0,1.0,2.0,0.0,1.256,1.721,0.877,2.111,1.969,1.41,79.28,75.86,0.424,1.936,0.695,-0.199,0.573,1.478,0.578,1.202,1.554,1.74,1.983,96.5,0.4,0.242,0.743,0.837,-0.995,0.718,0.503,0.983,0.899,1.486,1.365,0.308,-0.32,0.34,-0.578,0.574,1.587,26.717
Türkiye,99,2007,0.62,1.333,0.471,0.715,0.73,0.841,0.683,18.0,1.0,2.0,0.0,1.286,1.837,-0.423,1.571,1.333,1.737,84.25,74.46,0.762,1.936,0.589,-0.29,0.471,1.96,1.047,1.278,1.785,1.74,1.983,97.9,0.57,0.45,0.806,0.996,1.903,0.572,0.151,0.983,0.746,0.922,1.303,0.402,1.083,1.024,-0.806,0.492,0.973,34.708
Türkiye,99,2014,0.429,0.085,0.259,0.375,0.72,0.652,0.569,18.0,1.0,2.0,0.0,1.159,1.837,-0.616,0.786,0.085,0.483,74.13,74.37,1.601,1.989,-0.712,-0.595,-0.071,1.247,0.886,1.286,1.149,1.342,1.983,96.444,-0.109,-0.601,0.002,1.036,1.358,-0.538,-0.996,0.983,-0.246,-0.183,-0.138,-0.416,0.852,0.837,-0.848,0.423,1.368,43.194
Türkiye,99,2015,0.387,-0.038,0.233,0.353,0.704,0.536,0.566,18.0,1.0,2.0,0.0,1.159,1.837,-0.699,0.668,-0.038,0.328,85.18,84.27,2.029,1.816,-1.061,-0.536,-0.033,1.215,0.886,1.286,1.114,1.342,1.983,94.222,-0.382,-0.765,-0.052,0.996,1.358,-0.538,-0.996,0.983,-0.309,-0.318,-0.138,-0.678,0.852,0.837,-0.848,0.423,1.368,43.884
Türkiye,99,2018,0.297,-0.29,0.109,0.198,0.56,0.427,0.365,18.0,1.0,2.0,0.0,1.101,1.822,-0.772,0.81,-0.29,0.369,86.24,88.97,1.544,1.448,-2.246,-0.726,-1.113,0.993,0.769,0.816,0.729,1.037,1.796,93.125,-1.033,-1.733,-1.21,0.596,1.414,-1.137,-1.017,0.983,-0.729,-1.044,-0.295,-1.17,0.845,0.684,-0.983,0.247,1.123,47.345
Ukraine,100,1994,0.549,0.763,0.353,0.811,0.641,0.65,0.417,18.0,0.0,2.0,0.0,-0.345,-0.811,0.671,1.255,0.763,1.641,75.81,73.42,1.137,1.063,1.481,2.227,1.76,2.422,2.678,-0.913,2.16,2.621,1.931,94.275,0.927,0.679,0.069,1.097,0.424,0.776,1.965,-2.136,0.459,1.22,0.609,-0.196,1.362,1.818,1.457,2.604,1.881,14.773
Ukraine,100,1998,0.45,-0.578,0.26,0.697,0.672,0.445,0.45,18.0,0.0,2.0,1.0,0.276,-0.811,-0.729,1.995,-0.578,0.547,70.65,68.11,1.727,0.599,1.481,2.227,1.76,2.422,2.678,-0.342,2.16,2.621,1.931,99.0,0.589,0.706,0.069,1.097,0.424,0.088,1.965,-1.256,0.055,0.473,0.011,-0.325,-0.333,1.818,1.457,2.347,1.675,11.289
Ukraine,100,1999,0.424,-1.057,0.246,0.697,0.684,0.366,0.43,18.0,0.0,2.0,1.0,-0.187,-0.811,-0.728,1.989,-1.057,0.537,74.92,73.77,1.727,0.599,1.481,2.227,1.489,2.422,2.678,-0.106,2.16,2.621,1.931,99.0,0.589,0.706,0.069,1.097,0.424,0.088,1.287,-1.256,0.055,0.473,-0.088,-0.325,-1.993,1.818,1.457,2.347,1.675,11.424
Ukraine,100,2002,0.391,-0.604,0.243,0.565,0.687,0.353,0.452,18.0,0.0,2.0,1.0,0.902,-0.811,-0.895,2.19,-0.604,0.271,69.24,69.58,2.132,0.708,1.166,2.227,1.489,2.422,2.678,0.949,2.16,2.621,1.931,99.0,0.662,-0.119,0.01,1.097,0.424,-0.317,1.062,0.939,-0.101,0.006,-0.507,-0.503,-2.884,1.647,1.457,1.842,2.027,14.337
Ukraine,100,2004,0.387,-1.988,0.27,0.591,0.743,0.287,0.452,18.0,0.0,2.0,0.0,0.309,-1.108,-0.882,1.62,-1.988,-1.747,81.12,82.0,2.132,1.237,1.63,2.227,1.489,2.422,2.678,0.949,2.16,2.621,1.558,84.0,0.745,0.241,0.01,1.097,0.537,-0.317,1.062,0.939,-0.101,-0.162,-0.507,-0.733,-1.799,1.647,1.457,1.842,2.027,17.481
Ukraine,100,2006,0.58,0.506,0.379,0.849,0.846,0.518,0.602,18.0,0.0,2.0,0.0,0.664,-0.852,-0.664,2.347,0.506,0.209,67.19,67.2,2.132,1.979,1.885,2.057,1.837,2.422,2.678,1.346,2.16,2.621,0.906,97.25,0.954,1.799,0.743,2.35,0.676,0.874,1.697,0.939,0.585,0.814,0.968,-0.248,-1.573,1.189,1.411,1.842,2.027,20.59
Ukraine,100,2007,0.604,0.542,0.396,0.854,0.852,0.561,0.602,18.0,0.0,2.0,0.0,0.664,-0.91,-0.66,2.325,0.542,0.021,62.03,62.73,2.132,1.979,1.943,2.057,1.837,2.422,2.678,1.346,2.16,2.621,0.906,97.25,1.059,1.984,0.743,2.35,0.676,0.874,1.697,0.939,0.684,0.863,1.137,-0.248,-1.956,1.388,1.411,1.842,1.771,22.008
Ukraine,100,2010,0.49,0.058,0.265,0.721,0.752,0.473,0.479,18.0,0.0,2.0,0.0,0.651,-0.91,-0.846,1.59,0.058,-0.16,69.7,67.95,2.132,1.027,1.417,2.05,1.225,1.867,2.158,1.415,2.16,2.621,1.012,97.25,0.922,1.063,-0.13,2.162,0.622,0.307,1.349,0.939,0.467,0.295,-0.11,-0.248,-2.136,1.075,1.411,1.725,1.46,21.71
Ukraine,100,2012,0.483,-0.181,0.257,0.709,0.747,0.466,0.482,18.0,0.0,2.0,1.0,0.651,-0.91,-1.232,1.144,-0.181,-0.371,57.4,55.94,2.116,0.977,1.417,2.05,1.225,1.867,2.158,1.415,2.16,2.621,1.012,97.25,0.952,1.063,-0.199,2.162,0.622,0.451,1.349,0.939,0.166,0.316,-0.11,-0.248,-2.307,1.075,1.411,1.725,1.57,22.681
Ukraine,100,2014,0.417,-0.361,0.212,0.636,0.658,0.405,0.782,18.0,0.0,2.0,0.0,0.761,-1.016,-0.488,0.563,-0.361,-0.239,60.82,49.98,0.658,1.143,0.062,1.014,0.954,0.996,1.867,1.808,1.716,2.185,0.471,78.125,0.823,0.547,0.972,1.813,0.663,0.429,0.641,0.939,-0.158,0.349,0.799,-0.512,-2.063,1.299,2.08,1.601,1.438,21.84
Ukraine,100,2019,0.525,1.115,0.313,0.76,0.699,0.572,0.706,18.0,0.0,2.0,0.0,0.962,-0.114,-0.121,1.07,1.115,0.888,63.78,54.21,0.491,1.583,0.715,0.526,0.949,1.466,1.906,0.714,1.895,2.355,0.542,83.5,0.803,1.282,1.039,1.539,1.939,1.057,-0.163,0.939,-0.004,1.218,1.469,-0.825,-0.783,1.265,1.711,1.216,0.609,22.043
United Kingdom,101,2015,0.858,1.596,0.791,0.949,0.901,0.923,0.955,18.0,0.0,2.0,0.0,3.343,-0.096,2.019,1.768,1.596,1.926,66.12,60.45,2.068,2.272,2.695,2.017,1.241,1.805,2.022,1.639,1.703,1.951,1.326,98.455,1.719,2.554,1.754,2.648,0.264,2.449,1.725,0.938,2.601,2.043,1.981,2.449,0.698,1.668,2.416,1.838,2.859,87.542
United Kingdom,101,2017,0.867,2.288,0.804,0.961,0.9,0.93,0.955,18.0,0.0,2.0,0.0,3.343,-0.365,1.995,1.514,2.288,1.893,68.93,62.88,2.068,2.272,3.093,2.017,1.241,1.805,2.022,1.639,1.703,1.951,1.477,98.455,1.719,2.554,1.754,2.648,0.264,2.449,1.725,0.938,2.601,2.043,1.981,2.449,0.698,1.668,2.235,1.606,2.859,93.761
Uruguay,102,1999,0.876,1.969,0.807,0.942,0.911,0.957,0.881,18.0,2.0,2.0,0.0,-1.424,1.925,2.345,0.345,1.969,1.475,91.84,94.71,2.249,2.955,3.654,2.018,2.182,1.975,1.968,0.739,1.948,2.039,2.067,99.045,2.45,3.185,1.809,2.363,-1.195,1.734,2.206,0.993,2.544,2.494,1.016,2.078,2.005,2.892,0.861,2.347,1.325,32.235
Algeria,103,1997,0.325,-1.773,0.152,0.562,0.494,0.265,0.275,18.0,0.0,2.0,1.0,0.547,1.181,-0.501,1.663,-1.773,-1.136,65.6,74.13,1.719,-0.187,-0.046,-1.598,-0.614,1.746,-1.325,-2.378,0.736,1.133,1.511,74.0,-0.466,-0.022,-0.899,-0.255,-0.216,-0.602,0.691,-0.629,0.093,1.238,-0.003,0.913,0.172,1.433,-0.955,0.905,0.944,16.559
Algeria,103,2004,0.333,-1.279,0.157,0.662,0.414,0.29,0.328,18.0,0.0,2.0,0.0,0.547,1.181,-1.278,1.647,-1.279,-0.854,58.07,53.6,0.463,-0.187,0.494,-1.115,-0.049,1.746,-1.01,-1.901,0.736,1.133,1.511,83.714,-0.282,-0.212,-0.899,0.859,-0.417,-0.291,0.348,0.997,0.583,0.809,0.982,0.689,0.172,0.697,-0.955,0.905,0.944,21.863
Algeria,103,2012,0.327,-0.949,0.162,0.668,0.371,0.29,0.334,18.0,0.0,2.0,0.0,0.547,1.181,-1.108,1.181,-0.949,-1.226,43.14,38.7,0.644,-0.187,0.516,-1.074,0.31,1.881,0.065,-1.901,0.749,1.133,1.511,91.0,-0.319,-0.205,-0.853,0.859,-0.417,-0.337,0.348,0.997,0.583,0.769,1.015,0.726,0.216,0.662,-0.955,1.216,1.046,26.531
Angola,104,2008,0.182,-0.916,0.093,0.355,0.527,0.067,0.331,18.0,0.0,2.0,0.0,-0.677,0.81,-1.173,1.366,-0.916,-0.328,87.36,92.42,1.114,0.852,-0.854,0.933,0.516,0.76,0.686,-0.729,-0.282,0.195,1.605,89.7,0.239,-0.534,-1.146,1.14,-0.838,-0.953,0.795,0.955,-0.226,0.829,-0.289,-0.985,-0.749,-1.144,-0.363,-1.579,-1.262,11.779
Armenia,105,2003,0.352,-1.683,0.188,0.587,0.742,0.182,0.476,18.0,0.0,2.0,0.0,1.075,-1.029,-1.77,1.706,-1.683,-2.809,68.43,78.5,2.171,0.329,0.945,0.751,1.834,2.161,1.995,2.274,1.89,2.028,1.061,100.0,1.666,0.731,-0.385,1.803,-0.627,-0.317,1.316,0.957,0.286,0.282,0.028,-0.299,-0.766,2.027,-1.22,2.84,2.224,12.808
Armenia,105,2007,0.347,-1.49,0.189,0.566,0.729,0.188,0.493,18.0,0.0,2.0,0.0,1.075,-1.067,-2.451,1.831,-1.49,-1.714,59.99,65.15,2.171,0.225,0.808,0.751,1.834,2.161,1.995,1.998,2.128,2.028,0.646,100.0,1.666,0.63,-0.385,1.803,-0.627,-0.317,1.75,0.957,0.286,0.282,0.012,-0.299,-0.766,2.027,-1.22,2.84,2.224,19.288
Armenia,105,2008,0.316,-2.123,0.173,0.524,0.692,0.129,0.493,18.0,0.0,2.0,0.0,1.256,-0.837,-2.451,1.375,-2.123,-2.505,69.81,77.19,2.171,0.703,0.528,0.751,1.366,2.161,1.995,2.181,2.128,2.252,0.474,100.0,1.032,0.356,-0.385,1.803,-0.627,-0.394,-0.11,0.957,0.115,0.083,0.045,-0.299,-0.766,2.027,-1.22,2.464,2.224,20.224
Armenia,105,2012,0.352,-1.705,0.202,0.633,0.688,0.189,0.574,18.0,0.0,2.0,0.0,1.256,-1.043,-2.485,1.811,-1.705,-1.872,62.87,69.67,2.171,0.142,0.693,0.751,1.827,2.161,1.995,2.181,2.362,2.536,0.638,100.0,1.515,0.761,-0.238,1.803,-0.627,-0.257,2.127,0.957,0.528,0.224,0.438,-0.088,-0.649,2.143,-1.22,2.258,2.056,21.69
Armenia,105,2013,0.349,-1.638,0.205,0.606,0.687,0.189,0.538,18.0,0.0,2.0,0.0,1.52,-0.775,-1.788,1.811,-1.638,-2.462,60.18,74.21,2.171,0.317,0.822,0.884,1.671,2.161,1.995,2.181,2.362,2.536,-0.439,100.0,1.429,0.689,-0.381,1.803,-0.232,-0.257,2.127,0.957,0.422,0.224,0.507,-0.295,-0.748,1.651,-1.22,1.714,1.856,22.395
Armenia,105,2017,0.382,-0.908,0.221,0.612,0.717,0.274,0.688,18.0,0.0,2.0,0.0,1.546,-0.595,-2.111,1.839,-0.908,-0.663,60.93,66.73,2.171,0.152,0.874,0.88,1.823,2.161,1.995,2.459,2.362,2.536,0.01,100.0,1.669,0.801,0.093,2.57,-0.232,-0.217,1.107,0.957,0.301,0.224,0.681,-0.158,-0.754,1.651,-1.22,1.714,1.856,25.447
Armenia,105,2018,0.522,2.36,0.404,0.775,0.832,0.454,0.768,18.0,0.0,2.0,1.0,1.717,0.045,1.011,2.051,2.36,1.881,48.63,53.38,2.171,1.271,1.201,0.925,1.823,2.161,1.995,2.459,2.362,2.536,0.728,100.0,2.106,1.541,1.029,2.57,-0.468,0.776,1.961,0.957,0.976,0.482,1.224,-0.205,0.712,2.806,-0.776,1.714,2.151,26.626
Azerbaijan,106,1998,0.245,-2.162,0.083,0.273,0.419,0.178,0.233,18.0,0.0,2.0,1.0,-0.441,-0.208,-1.493,1.034,-2.162,-1.716,78.94,71.98,1.744,0.226,-1.988,0.043,1.012,1.0,1.459,-0.364,0.875,0.985,1.151,83.538,-0.669,-0.015,-1.025,0.785,-1.626,-1.124,1.222,-0.752,-0.141,-1.149,-0.837,-0.639,-1.413,0.691,-1.556,-0.642,-0.978,7.618
Azerbaijan,106,2000,0.246,-2.467,0.084,0.311,0.406,0.162,0.233,18.0,0.0,2.0,1.0,-1.088,-0.001,-1.495,1.615,-2.467,-1.711,67.99,61.23,1.744,0.226,-0.848,0.365,1.012,1.0,1.459,-0.364,0.875,0.985,1.151,83.538,-0.791,-0.204,-1.025,0.785,-1.626,-1.124,1.222,-0.752,-0.141,-1.149,-0.518,-0.639,-1.413,0.691,-1.556,-0.953,-1.096,8.851
Azerbaijan,106,2003,0.238,-2.473,0.077,0.284,0.406,0.143,0.233,18.0,0.0,2.0,1.0,-1.088,-0.001,-1.507,1.609,-2.473,-1.858,71.23,63.4,1.744,0.226,-0.848,0.365,0.284,1.0,1.459,-0.364,0.875,0.985,1.151,83.538,-0.73,-0.204,-1.025,0.785,-1.626,-1.562,1.222,-0.752,-0.141,-1.162,-0.647,-1.161,-1.413,0.691,-1.556,-0.889,-1.096,11.236
Azerbaijan,106,2005,0.222,-2.137,0.075,0.237,0.351,0.13,0.233,18.0,0.0,2.0,1.0,-1.024,-0.654,-1.612,1.798,-2.137,-1.798,40.47,36.67,1.744,-0.128,-0.848,-0.651,0.284,1.0,1.459,-0.625,0.875,0.985,1.151,83.538,-0.73,-0.542,-1.025,0.785,-1.626,-1.901,-0.374,-0.752,-0.141,-1.162,-1.339,-1.161,-1.413,0.691,-1.556,-0.889,-1.096,15.797
Azerbaijan,106,2008,0.214,-2.135,0.072,0.206,0.341,0.111,0.233,18.0,0.0,2.0,1.0,-1.068,-0.654,-1.886,1.275,-2.135,-1.747,75.35,66.97,1.744,-0.21,-0.848,-0.651,0.284,1.0,1.459,-0.625,0.875,0.985,1.151,83.538,-0.95,-0.603,-1.025,0.785,-1.626,-1.901,-0.374,0.702,-0.271,-1.557,-1.542,-1.161,-1.506,0.644,-1.556,-0.889,-1.161,28.017
Azerbaijan,106,2010,0.211,-2.43,0.07,0.208,0.32,0.122,0.182,18.0,0.0,2.0,1.0,-1.066,-0.671,-2.16,1.811,-2.43,-1.776,49.76,46.55,1.744,-0.235,-0.863,-0.607,0.344,1.0,1.459,-0.581,0.875,0.985,1.147,83.538,-0.999,-0.595,-1.598,0.785,-1.626,-1.901,-0.168,0.702,-0.468,-1.557,-1.123,-1.095,-1.777,0.644,-1.556,-0.889,-1.161,32.726
Azerbaijan,106,2013,0.202,-2.691,0.068,0.185,0.311,0.087,0.187,18.0,0.0,2.0,1.0,-1.104,-0.671,-2.869,1.462,-2.691,-1.991,71.63,58.56,1.358,-0.221,-0.901,-0.8,0.266,1.387,1.461,-0.581,0.828,0.952,1.147,81.636,-0.786,-1.034,-1.948,0.85,-1.767,-1.485,-0.168,0.702,-0.468,-1.397,-1.733,-0.92,-1.143,0.211,-1.556,-0.685,-0.957,35.464
Azerbaijan,106,2018,0.192,-2.848,0.059,0.167,0.267,0.071,0.146,18.0,0.0,2.0,1.0,-1.116,-1.014,-2.598,0.727,-2.848,-0.874,74.24,53.76,1.934,-0.282,-1.051,-0.847,-0.602,0.902,0.685,-0.992,0.933,0.845,0.739,82.0,-1.579,-1.687,-1.414,1.063,-0.567,-1.755,-0.61,0.702,-0.519,-0.607,-1.386,-1.448,-1.685,-0.991,-1.013,-1.05,-1.042,32.896
Belarus,107,1994,0.547,0.522,0.409,0.764,0.662,0.665,0.626,18.0,0.0,2.0,0.0,0.414,0.797,1.726,2.194,0.522,0.497,69.9,65.68,2.084,0.538,1.621,0.84,1.02,1.909,2.286,-1.182,0.873,1.767,1.753,100.0,0.736,1.009,1.04,2.15,-1.173,0.736,2.153,-1.171,0.944,1.36,0.42,1.287,1.966,1.702,-0.22,2.538,1.616,19.221
Belarus,107,1995,0.496,-0.026,0.356,0.679,0.648,0.618,0.609,18.0,0.0,2.0,0.0,0.414,1.635,0.953,1.479,-0.026,0.041,56.4,54.88,2.084,0.538,1.101,0.84,1.02,1.909,2.286,-1.182,0.873,1.767,1.753,100.0,0.202,1.009,0.621,2.15,-1.173,0.206,2.153,-1.171,0.944,1.155,0.041,0.131,1.966,1.702,-0.22,2.538,1.616,17.944
Belarus,107,2000,0.297,-1.646,0.107,0.269,0.459,0.421,0.288,18.0,0.0,2.0,1.0,1.221,0.851,1.601,0.893,-1.646,-2.412,61.08,58.24,1.341,0.538,-0.326,0.361,0.596,1.909,2.286,-1.182,0.873,1.767,1.551,100.0,-0.249,-0.128,-1.934,2.15,-1.173,-1.439,0.839,0.97,-0.661,-0.452,-1.662,-2.232,1.673,1.702,-0.476,2.538,1.616,22.011
Belarus,107,2001,0.246,-1.341,0.103,0.255,0.387,0.23,0.281,18.0,0.0,2.0,1.0,1.221,0.851,1.601,0.685,-1.341,-2.412,83.86,81.34,0.987,0.538,-0.326,0.361,0.596,1.909,2.286,-1.182,0.873,1.767,1.551,100.0,-0.686,-0.128,-1.934,2.15,-1.173,-1.439,0.839,0.97,-0.566,-0.452,-1.662,-2.232,1.673,1.702,-0.476,2.538,1.616,22.813
Belarus,107,2004,0.241,-2.361,0.098,0.236,0.374,0.227,0.281,18.0,0.0,2.0,1.0,1.221,0.851,1.754,0.683,-2.361,-2.394,90.14,82.43,0.856,0.538,-0.957,-0.332,0.392,1.909,2.286,-1.226,1.058,1.566,1.551,100.0,-0.686,-0.49,-1.934,2.15,-1.173,-1.439,0.205,0.97,-0.566,-0.452,-1.662,-2.232,1.673,1.702,-0.476,2.538,1.616,27.095
Belarus,107,2006,0.227,-2.449,0.095,0.214,0.359,0.176,0.281,18.0,0.0,2.0,1.0,1.221,0.851,1.62,0.84,-2.449,-2.394,92.94,86.18,0.804,0.538,-1.561,0.056,0.615,1.909,2.286,-1.226,1.058,1.566,1.551,100.0,-0.686,-0.671,-1.934,2.15,-1.173,-2.064,0.205,0.97,-0.566,-0.656,-1.112,-2.232,1.673,1.702,-0.476,2.538,1.616,32.33
Belarus,107,2008,0.226,-2.496,0.097,0.213,0.354,0.178,0.281,18.0,0.0,2.0,1.0,1.221,0.799,1.586,0.669,-2.496,-2.124,76.74,69.56,0.804,0.538,-1.561,0.056,1.061,1.909,2.286,-1.226,1.058,1.566,1.551,100.0,-0.686,-0.663,-1.934,2.15,-1.173,-2.064,0.102,0.97,-0.566,-0.656,-1.428,-2.232,1.673,1.702,-0.476,2.538,1.616,38.188
Belarus,107,2010,0.227,-2.464,0.096,0.205,0.348,0.196,0.267,18.0,0.0,2.0,1.0,1.195,0.855,1.591,1.14,-2.464,-2.282,90.65,81.66,0.804,0.538,-1.561,0.056,0.856,1.909,2.286,-1.226,1.058,1.566,1.551,100.0,-0.686,-0.811,-1.934,2.15,-1.173,-2.182,-0.057,0.97,-0.566,-0.712,-1.098,-2.232,1.673,1.702,-0.476,2.538,2.087,42.234
Belarus,107,2012,0.221,-2.373,0.094,0.198,0.341,0.168,0.267,18.0,0.0,2.0,1.0,1.195,0.796,1.736,0.891,-2.373,-1.838,74.2,65.92,0.804,0.538,-1.561,-0.023,0.623,1.909,2.286,-1.226,1.058,1.566,1.551,100.0,-0.686,-0.912,-1.934,2.15,-1.173,-2.182,-0.057,0.97,-0.566,-0.712,-1.422,-2.232,1.689,1.702,-0.476,2.538,2.087,45.618
Belarus,107,2015,0.25,-2.353,0.102,0.291,0.373,0.226,0.317,18.0,0.0,2.0,1.0,1.994,-0.8,1.741,1.188,-2.353,-1.829,87.22,78.08,0.804,0.632,-1.133,0.138,0.996,1.672,1.968,-1.226,1.163,1.495,1.551,100.0,-0.727,-0.335,-1.576,2.15,-1.215,-1.603,-0.13,0.97,-0.38,-0.399,-0.696,-2.232,1.689,1.702,-0.363,2.005,2.366,45.227
Belarus,107,2016,0.256,-2.353,0.108,0.306,0.39,0.236,0.377,18.0,0.0,2.0,1.0,1.994,-0.8,1.741,1.188,-2.353,-1.829,74.7,66.8,0.804,0.632,-0.459,0.226,0.996,1.874,2.4,-1.102,1.163,1.495,1.878,100.0,-0.64,0.101,-1.083,2.12,-1.855,-1.603,-0.115,0.97,-0.38,-0.399,-1.074,-2.232,1.689,1.702,-0.363,2.005,1.728,44.581
Belarus,107,2019,0.26,-2.415,0.111,0.309,0.416,0.234,0.409,18.0,0.0,2.0,1.0,1.994,-0.8,1.693,1.14,-2.415,-1.788,77.31,68.94,1.184,0.639,-0.617,0.226,1.078,1.874,2.4,-1.102,1.104,1.443,1.14,100.0,-0.624,0.011,-0.738,2.12,-1.85,-1.875,-0.324,0.97,-0.371,-0.399,-1.087,-2.232,1.689,1.702,-0.363,2.483,1.728,46.491
Cameroon,108,1997,0.292,-2.251,0.149,0.603,0.594,0.05,0.503,20.0,0.0,2.0,0.0,-0.274,-0.717,-2.473,1.263,-2.251,-0.905,87.0,53.67,2.157,0.27,0.907,1.934,1.977,1.952,2.209,0.606,1.568,0.929,0.929,97.667,-0.098,-0.576,0.394,0.283,0.364,0.163,0.226,-1.231,0.831,-0.46,0.377,-0.443,-0.545,-0.546,-1.799,-0.601,-1.227,4.588
Cameroon,108,2002,0.31,-1.54,0.159,0.678,0.609,0.069,0.546,20.0,0.0,2.0,0.0,-0.274,0.593,-2.451,1.218,-1.54,-0.903,65.66,36.89,2.157,0.27,0.82,1.934,1.977,1.952,2.209,0.606,1.568,1.395,1.403,96.5,-0.098,-0.576,0.394,0.952,0.364,0.163,0.312,0.948,0.597,0.723,0.377,-0.443,-0.832,-0.546,-1.799,0.627,-1.227,4.99
Cameroon,108,2004,0.314,-1.507,0.161,0.678,0.608,0.086,0.546,20.0,0.0,2.0,0.0,-0.274,0.593,-1.291,1.25,-1.507,-0.903,79.52,45.28,2.157,0.27,0.82,1.934,1.977,1.952,2.209,0.606,1.568,1.395,1.403,96.5,-0.098,-0.576,0.394,0.952,0.364,0.163,0.312,0.948,0.597,0.723,0.377,-0.443,-0.832,-0.546,-1.799,0.627,-1.227,5.15
Cameroon,108,2007,0.316,-1.486,0.155,0.683,0.594,0.095,0.546,20.0,0.0,2.0,1.0,-0.274,0.593,-2.344,0.816,-1.486,-0.722,62.01,34.51,2.157,0.27,0.82,1.934,1.977,1.952,2.209,0.606,1.568,1.395,1.403,96.5,-0.098,-0.576,0.394,0.952,0.364,0.163,0.312,0.948,0.597,0.723,0.489,-0.443,-0.832,-0.546,-1.799,0.627,-1.227,5.258
Cameroon,108,2011,0.321,-1.235,0.155,0.686,0.576,0.117,0.607,20.0,0.0,2.0,0.0,-0.274,0.593,-2.322,1.239,-1.235,-0.557,68.28,50.25,2.157,0.27,0.82,1.934,1.709,1.952,2.209,0.554,1.568,1.395,1.403,96.25,-0.098,-0.576,0.394,1.154,0.495,0.163,0.144,0.948,0.597,0.723,0.466,-0.441,-0.832,-0.546,-1.811,0.627,-1.227,5.473
Chad,109,1997,0.282,-1.197,0.097,0.542,0.445,0.135,0.481,18.0,0.0,2.0,0.0,0.666,0.147,-2.125,1.798,-1.197,-1.584,50.14,25.64,0.823,0.407,1.006,0.837,-0.305,0.635,0.603,1.607,1.864,1.091,0.591,76.75,-0.128,-0.509,-1.061,0.928,0.63,-0.666,0.623,-1.891,-0.088,0.111,0.587,-0.825,-1.221,-1.62,-1.691,-0.791,-1.992,2.147
Chad,109,2001,0.282,-1.69,0.097,0.561,0.453,0.116,0.464,18.0,0.0,2.0,0.0,0.666,0.147,-2.141,1.56,-1.69,-2.327,61.12,70.01,0.823,0.407,1.006,0.837,-0.305,0.635,0.603,1.236,1.864,1.091,0.591,76.75,-0.128,-0.509,-1.061,1.148,1.018,-0.666,0.623,-1.111,-0.088,0.111,0.787,-0.825,-1.221,-1.62,-1.691,-0.957,-1.252,2.251
Chad,109,2006,0.281,-1.578,0.096,0.562,0.454,0.108,0.464,18.0,0.0,2.0,0.0,0.666,-0.598,-2.107,1.148,-1.578,-2.186,53.08,71.4,0.823,0.407,1.006,0.837,-0.305,0.635,0.603,1.236,1.864,1.091,0.343,76.75,-0.128,-0.509,-1.061,1.148,1.018,-0.839,0.623,0.916,-0.088,-0.287,0.793,-0.825,-1.221,-1.62,-1.691,-0.957,-1.252,3.487
Chad,109,2011,0.283,-1.256,0.1,0.58,0.437,0.118,0.464,18.0,0.0,2.0,0.0,0.666,-0.598,-2.187,1.13,-1.256,-2.071,56.6,57.92,0.823,0.407,1.006,0.837,-0.312,0.62,0.603,1.312,1.864,1.091,0.596,76.5,-0.128,-0.509,-1.061,1.148,1.018,-0.553,0.227,0.916,-0.088,-0.287,0.965,-0.92,-1.221,-1.62,-1.691,-0.957,-1.252,4.089
Democratic Republic of the Congo,111,2006,0.256,-0.315,0.12,0.653,0.531,0.116,0.575,18.0,1.0,2.0,0.0,-0.075,-1.167,-0.986,0.543,-0.315,-0.947,70.54,61.57,1.54,0.473,1.181,1.237,0.321,-0.363,0.154,0.444,-0.548,-1.71,0.196,74.375,0.943,-0.659,0.316,0.703,0.504,-0.36,-1.558,0.985,-0.277,0.508,0.937,-0.478,-0.789,1.116,-0.955,-0.447,-1.071,1.294
Democratic Republic of the Congo,111,2011,0.353,-0.925,0.154,0.684,0.559,0.242,0.65,18.0,1.0,2.0,1.0,0.076,-1.032,-1.274,0.076,-0.925,-1.181,59.05,55.56,1.081,0.473,1.181,1.237,0.311,0.078,0.154,0.444,-0.209,-1.71,0.196,77.25,0.943,-0.571,0.479,0.989,0.641,-0.36,-1.558,0.985,-0.004,0.945,1.047,-0.316,-0.632,1.6,-0.955,-0.6,-1.278,1.524
