country,country_id,year,electoral_democracy_index,electoral_fairness_index,liberal_democracy_index,freedom_of_expression_index,freedom_of_association_index,free_and_fair_elections_index,civil_society_participation_index,voting_age_restrictions,compulsory_voting,women_voting_rights,election_monitoring_quality,campaign_donation_regulation,public_campaign_financing,vote_buying,campaign_freedom,electoral_fairness_index,election_result_acceptance,voter_turnout,voter_participation_rate,party_ban_restrictions,opposition_party_autonomy,academic_freedom,religious_freedom,freedom_of_movement,men_domestic_movement_freedom,women_domestic_movement_freedom,freedom_to_choose_residence,men_property_rights,women_property_rights,state_control_over_internet,state_territorial_control,civil_society_organizational_autonomy,civil_society_repression,government_consultation_with_civil_society,gender_inclusion_in_civil_society,religious_organization_control,media_censorship,media_censorship_effort,media_censorship_binary,journalist_harassment,media_self_censorship,media_bias,media_corruption,legislative_constraints_on_executive,judicial_constraints_on_executive,other_constraints_on_executive,education_equality,health_equality,gdp_per_capita
Republic of the Congo,112,2002,0.208,-1.387,0.088,0.363,0.477,0.093,0.48,18.0,0.0,2.0,0.0,-0.548,-0.655,-2.565,0.16,-1.387,-1.551,74.7,86.59,2.018,0.527,-0.038,1.12,-0.113,-0.275,-0.128,-1.194,-0.03,0.701,0.709,84.6,-0.979,-1.284,-0.164,0.134,-0.801,-0.862,0.3,-1.363,-0.879,-0.504,-0.17,-0.385,-0.918,0.179,-1.13,-0.957,-1.191,7.552
Republic of the Congo,112,2009,0.256,-1.09,0.097,0.363,0.485,0.108,0.45,18.0,0.0,2.0,0.0,-0.623,-0.655,-2.333,0.152,-1.09,-1.838,66.4,72.56,2.018,0.527,-0.038,1.12,-0.113,-0.275,-0.128,-1.194,-0.03,0.701,0.812,83.3,-0.979,-1.284,-0.164,-0.101,-0.801,-0.862,0.3,0.925,-0.879,-0.504,-0.17,-0.385,-0.918,0.179,-1.13,-0.552,-1.191,9.033
Djibouti,113,2003,0.262,-1.487,0.12,0.274,0.442,0.253,0.462,18.0,0.0,2.0,0.0,-0.383,-1.122,-1.144,-0.941,-1.487,-1.886,48.42,23.56,0.4,0.076,0.397,-0.005,-0.569,1.07,0.364,-0.376,0.972,0.163,1.077,92.25,0.06,0.285,0.748,0.134,0.367,-1.155,-1.764,0.927,-1.245,-1.798,-0.406,-0.81,-0.994,0.439,-1.157,-0.32,-0.787,5.338
Djibouti,113,2005,0.25,-1.797,0.116,0.285,0.406,0.203,0.462,18.0,0.0,2.0,0.0,-0.383,-1.122,-1.305,-0.724,-1.797,-2.176,78.9,54.08,0.4,0.076,0.397,-0.005,-0.569,1.07,0.364,-0.376,0.972,0.163,1.077,92.25,0.06,0.285,0.748,0.134,0.367,-1.155,-1.764,0.927,-1.245,-1.59,-0.406,-0.81,-0.994,0.439,-1.157,-0.32,-0.787,5.828
Dominican Republic,114,1996,0.538,0.903,0.265,0.778,0.842,0.475,0.779,18.0,1.0,2.0,0.0,-0.706,0.051,-1.307,-0.621,0.903,-0.611,76.56,60.54,2.325,1.402,0.065,1.399,2.422,1.221,1.307,1.531,1.263,1.695,1.304,95.545,2.214,2.048,1.146,1.507,2.546,1.39,2.042,0.988,1.017,1.344,1.046,-0.686,0.027,1.211,-0.728,-1.416,-1.015,14.115
Dominican Republic,114,2000,0.657,1.446,0.36,0.841,0.843,0.691,0.816,18.0,1.0,2.0,0.0,-0.889,1.718,-1.675,-0.595,1.446,-0.618,76.14,65.33,2.325,1.402,1.524,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.545,2.214,2.048,1.146,1.507,2.546,1.39,2.042,0.988,1.017,1.344,1.512,-0.686,0.027,1.211,-0.728,-1.416,-1.015,17.113
Dominican Republic,114,2002,0.66,1.459,0.35,0.841,0.843,0.697,0.816,18.0,1.0,2.0,0.0,-0.889,1.718,-2.018,-0.597,1.459,-0.897,51.05,47.03,2.325,1.402,1.524,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.545,2.214,2.048,1.146,1.507,2.546,1.39,2.042,0.988,1.017,1.344,1.512,-0.686,0.027,1.211,-0.728,-1.416,-1.017,17.84
Dominican Republic,114,2004,0.644,1.457,0.339,0.841,0.844,0.665,0.816,18.0,1.0,2.0,0.0,-0.889,1.718,-2.773,-0.598,1.457,-0.607,72.84,69.45,2.325,1.402,1.524,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.545,2.214,2.048,1.146,1.507,2.546,1.39,2.042,0.988,1.017,1.344,1.512,-0.686,0.027,1.211,-0.728,-1.416,-1.017,18.23
Dominican Republic,114,2006,0.637,0.933,0.339,0.841,0.852,0.638,0.816,18.0,1.0,2.0,0.0,-0.889,1.718,-2.384,0.513,0.933,-0.602,56.46,56.4,2.325,1.402,1.524,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.636,2.214,2.121,1.146,1.507,2.546,1.39,2.042,0.988,1.017,1.344,1.512,-0.686,0.027,1.211,-0.728,-1.416,-1.017,20.691
Dominican Republic,114,2008,0.632,0.793,0.342,0.841,0.854,0.628,0.816,18.0,1.0,2.0,0.0,-0.889,1.718,-2.396,0.502,0.793,-0.339,71.36,71.63,2.325,1.402,1.524,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.818,2.214,2.047,1.146,1.507,2.546,1.39,2.042,0.988,1.017,1.344,1.512,-0.686,0.027,1.211,-0.728,-1.416,-1.017,22.672
Dominican Republic,114,2010,0.614,0.592,0.339,0.821,0.85,0.604,0.816,18.0,0.0,2.0,0.0,-0.889,1.718,-2.507,0.963,0.592,-0.592,56.43,58.57,2.325,1.295,1.281,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.727,2.214,2.036,1.146,1.507,2.546,1.39,2.042,0.988,0.818,1.144,1.198,-0.769,0.027,1.211,-0.629,-1.416,-1.017,24.341
Dominican Republic,114,2012,0.601,0.715,0.324,0.821,0.845,0.582,0.816,18.0,0.0,2.0,0.0,-0.815,1.718,-2.521,0.97,0.715,-0.595,70.23,70.21,2.325,1.295,1.281,1.399,2.422,1.221,1.307,1.857,1.263,1.695,1.477,95.727,2.214,1.983,1.146,1.507,2.546,1.39,2.042,0.988,0.818,1.144,1.198,-0.769,0.027,1.211,-0.629,-1.212,-1.017,25.603
Gabon,116,2005,0.347,-1.002,0.202,0.729,0.67,0.136,0.692,18.0,1.0,2.0,0.0,0.196,-0.816,-2.166,1.075,-1.002,-1.455,63.47,42.98,1.228,0.349,1.716,2.233,1.298,1.758,2.045,0.286,-0.121,0.636,1.357,86.714,1.022,1.453,1.287,0.864,1.73,0.516,0.998,0.936,0.489,0.335,0.741,0.284,0.87,-0.233,1.325,0.273,0.292,25.783
Gabon,116,2016,0.378,-0.624,0.23,0.819,0.706,0.159,0.868,18.0,1.0,2.0,1.0,0.676,-0.11,-1.665,1.216,-0.624,-1.314,59.46,41.89,1.228,0.672,2.217,2.233,1.298,1.758,2.045,0.135,1.261,1.014,1.357,84.167,1.196,1.355,2.235,1.347,1.988,0.401,1.356,0.936,1.005,0.614,1.891,0.37,1.007,-0.533,1.325,1.114,0.351,26.405
The Gambia,117,2001,0.256,-1.052,0.124,0.212,0.491,0.263,0.215,18.0,0.0,2.0,0.0,-1.034,-1.914,-0.636,0.901,-1.052,-0.408,89.71,61.32,0.513,1.827,-0.697,0.976,0.038,1.108,1.206,0.5,1.263,-0.107,1.932,97.222,-0.589,-1.007,-2.047,0.72,0.542,-1.664,-0.633,0.964,-1.41,-1.136,-0.48,0.045,-0.518,-0.08,-1.947,-0.539,-0.376,4.486
The Gambia,117,2002,0.257,-0.441,0.123,0.212,0.487,0.264,0.215,18.0,0.0,2.0,0.0,-1.034,-1.914,-0.636,0.901,-0.441,-0.125,56.38,13.88,0.848,1.149,-0.697,0.976,0.038,1.108,1.206,0.5,1.263,-0.107,1.932,97.222,-0.589,-1.007,-2.047,0.72,0.542,-1.664,-0.633,0.964,-1.41,-1.136,-0.48,0.045,-0.518,-0.08,-1.947,-0.539,-0.376,4.432
The Gambia,117,2006,0.253,-1.44,0.116,0.212,0.477,0.244,0.218,18.0,0.0,2.0,0.0,-1.034,-1.914,-0.68,1.031,-1.44,-0.737,58.58,50.66,0.848,1.149,-0.697,0.976,0.038,1.108,1.206,0.5,1.263,-0.107,1.932,97.222,-0.589,-1.007,-2.047,0.72,0.542,-1.664,-0.696,0.964,-1.41,-1.136,-0.48,-0.285,-0.518,-0.08,-1.947,-0.539,-0.376,4.44
The Gambia,117,2017,0.5,-0.152,0.39,0.819,0.766,0.444,0.742,18.0,0.0,2.0,0.0,-0.859,-1.872,-0.244,1.002,-0.152,-0.432,42.0,32.33,1.785,1.462,1.151,1.757,1.48,2.222,1.975,0.604,1.56,0.972,1.932,97.222,1.459,1.949,0.351,0.887,0.419,1.228,0.946,0.964,1.417,0.984,1.858,1.005,0.183,0.755,-1.735,-0.057,-0.322,4.454
Georgia,118,1995,0.363,-0.788,0.181,0.608,0.777,0.192,0.411,18.0,0.0,2.0,0.0,-0.578,-0.097,-1.096,0.478,-0.788,-0.31,68.87,54.44,1.166,1.206,1.31,0.098,1.804,1.432,1.56,-0.209,-0.64,1.06,0.08,79.2,1.526,1.287,-0.809,1.513,0.68,0.499,2.165,-1.108,-0.3,0.316,0.402,1.426,0.925,0.412,-0.364,1.691,1.024,8.054
Georgia,118,1999,0.377,-0.949,0.216,0.644,0.757,0.215,0.411,18.0,0.0,2.0,0.0,0.453,0.275,-1.242,0.48,-0.949,-0.48,67.9,58.76,1.166,1.206,1.31,-0.374,1.804,1.432,1.56,0.191,0.435,1.233,0.351,79.2,1.526,1.287,-0.809,1.513,0.68,0.499,2.165,-1.108,-0.044,0.316,0.449,1.426,0.925,0.412,-0.364,1.691,1.024,10.218
Georgia,118,2000,0.372,-0.949,0.206,0.668,0.76,0.19,0.447,18.0,0.0,2.0,1.0,0.453,0.275,-1.242,0.48,-0.949,-0.48,75.86,65.25,1.166,1.206,1.538,-0.374,1.804,1.432,1.56,0.191,0.435,1.233,0.351,79.2,1.526,1.287,-0.324,1.513,0.68,0.499,2.165,0.987,-0.044,0.316,0.761,1.426,0.925,0.412,-0.364,1.691,1.024,10.62
Georgia,118,2003,0.38,-1.099,0.221,0.693,0.766,0.197,0.426,18.0,0.0,2.0,1.0,0.91,0.275,-1.387,0.472,-1.099,-1.651,60.06,54.78,1.166,1.434,1.538,-0.374,1.804,1.432,1.56,0.191,0.435,1.233,0.351,79.2,1.411,1.2,-0.676,1.513,0.228,0.499,2.165,0.987,-0.044,0.316,0.761,1.426,1.939,0.412,0.952,1.691,1.024,12.684
Georgia,118,2004,0.553,0.262,0.358,0.724,0.846,0.555,0.732,18.0,0.0,2.0,0.0,1.314,0.855,1.082,0.923,0.262,0.646,87.97,56.07,1.933,1.175,1.338,1.331,2.133,1.432,1.56,0.955,1.781,1.614,1.375,81.467,2.031,2.343,1.66,2.007,1.148,0.432,2.165,0.987,0.765,0.933,0.928,1.426,1.724,1.165,0.952,1.691,1.024,13.683
Georgia,118,2008,0.498,-0.093,0.342,0.696,0.794,0.479,0.676,18.0,0.0,2.0,1.0,1.364,0.792,0.136,1.431,-0.093,-0.567,56.19,55.38,1.933,1.004,1.017,1.331,2.133,1.094,1.312,1.349,1.167,1.344,2.271,78.416,1.626,2.038,1.004,2.007,0.968,0.527,1.638,0.987,0.672,0.649,0.659,1.56,1.664,1.165,0.952,2.19,1.325,18.681
Georgia,118,2012,0.517,0.305,0.363,0.72,0.79,0.516,0.728,18.0,0.0,2.0,0.0,1.755,0.895,-0.191,1.999,0.305,0.645,59.76,59.0,1.933,0.892,0.902,1.361,2.133,1.455,1.603,1.52,1.167,1.406,2.068,79.333,1.348,2.452,1.253,2.007,1.236,0.521,1.638,0.987,0.75,0.695,0.953,1.478,1.545,1.165,0.808,2.19,1.325,22.356
Georgia,118,2013,0.618,0.785,0.453,0.892,0.85,0.562,0.739,18.0,0.0,2.0,0.0,1.743,0.857,0.089,2.48,0.785,0.592,46.96,47.34,1.973,1.033,1.258,1.032,2.133,1.455,1.603,1.152,1.549,1.406,2.068,80.077,1.613,2.41,1.24,2.007,2.107,1.599,1.638,0.987,1.106,2.262,2.165,1.478,0.277,1.133,0.898,1.564,1.915,23.313
Georgia,118,2016,0.682,0.389,0.518,0.9,0.867,0.669,0.786,18.0,0.0,2.0,1.0,1.785,0.904,-0.051,2.498,0.389,0.221,51.94,46.98,1.61,1.459,1.826,1.032,2.405,1.947,1.603,1.152,2.142,1.786,2.068,79.909,1.508,2.721,1.497,2.504,1.252,1.686,2.094,0.987,1.614,2.107,1.752,1.846,0.531,1.133,0.898,1.61,2.08,25.653
Georgia,118,2018,0.664,-0.022,0.52,0.886,0.878,0.635,0.818,18.0,0.0,2.0,0.0,2.251,1.091,-0.644,2.469,-0.022,-0.699,56.36,50.95,1.863,1.56,1.685,0.849,2.387,1.947,1.905,1.314,2.248,1.786,1.359,79.9,2.276,2.485,1.474,2.504,1.329,1.511,1.773,0.987,1.612,1.542,1.785,1.846,0.545,1.103,0.886,1.61,2.306,28.202
Guinea-Bissau,119,1994,0.25,-0.855,0.142,0.456,0.369,0.172,0.584,18.0,0.0,2.0,0.0,-0.241,-1.525,-1.461,0.337,-0.855,-0.227,79.83,56.94,-0.579,0.798,-0.119,0.857,-0.502,0.616,0.798,0.773,0.203,0.666,0.816,94.167,-0.1,-0.572,0.385,0.832,0.48,-0.56,0.645,-1.663,-0.735,0.054,-0.355,-0.364,-0.445,-0.172,-0.948,-0.659,-1.631,3.406
Guinea-Bissau,119,1999,0.362,0.258,0.207,0.573,0.586,0.327,0.645,18.0,0.0,2.0,0.0,-0.005,-1.525,-1.163,0.719,0.258,-0.465,71.89,56.85,0.834,0.798,0.036,0.857,0.436,0.616,0.798,0.599,0.203,0.666,0.816,93.833,-0.1,-0.729,0.385,0.832,0.48,-0.241,0.645,-0.906,-0.735,0.443,1.053,-0.063,-0.445,-0.172,-0.948,-0.659,-1.631,3.171
Guinea-Bissau,119,2000,0.425,0.258,0.235,0.583,0.635,0.493,0.656,18.0,0.0,2.0,0.0,-0.005,-1.248,-1.163,0.719,0.258,-0.465,71.89,56.84,0.834,0.798,0.207,0.857,0.436,0.616,0.798,0.599,0.203,0.666,0.816,94.167,0.626,-0.617,0.385,1.423,0.48,-0.1,0.928,0.958,-0.735,0.443,0.794,-0.063,-0.445,-0.172,-0.948,-0.659,-1.631,3.171
Guinea-Bissau,119,2004,0.373,0.265,0.225,0.622,0.675,0.37,0.707,18.0,0.0,2.0,0.0,-0.005,-1.248,-1.305,1.423,0.265,-0.453,74.34,65.21,0.834,0.798,0.464,1.057,0.436,1.221,1.25,0.599,0.341,0.735,0.816,86.4,0.626,0.858,0.998,1.423,0.822,-0.205,0.928,0.958,0.093,0.709,1.184,-0.063,-0.445,-0.172,-0.948,-0.659,-1.208,3.068
Guinea-Bissau,119,2005,0.452,0.174,0.273,0.632,0.677,0.497,0.707,18.0,0.0,2.0,0.0,-0.005,-1.248,-1.555,1.442,0.174,-0.564,87.63,66.84,0.834,0.798,0.464,1.057,0.436,1.221,1.25,0.599,0.341,0.735,0.816,86.4,0.626,0.858,0.998,1.423,0.822,-0.205,0.928,0.958,0.093,0.709,1.184,-0.085,-0.445,-0.172,-0.948,-0.659,-1.208,3.078
Guinea-Bissau,119,2008,0.402,0.465,0.238,0.634,0.679,0.346,0.707,18.0,0.0,2.0,0.0,-0.005,-1.248,-1.255,1.478,0.465,-0.515,82.0,64.25,0.834,0.798,0.464,1.573,0.436,1.221,1.25,0.599,0.341,0.735,0.816,86.4,0.626,0.858,0.998,1.423,0.822,-0.205,0.928,0.958,0.093,0.709,1.099,-0.085,-0.445,-0.172,-0.767,-0.659,-1.208,3.117
Guinea-Bissau,119,2009,0.451,0.465,0.273,0.631,0.678,0.489,0.78,18.0,0.0,2.0,0.0,-0.005,-1.436,-1.255,1.478,0.465,-0.515,61.09,44.83,0.834,0.798,0.464,1.573,0.436,1.221,1.25,0.599,0.341,0.735,0.816,86.4,0.626,0.858,1.521,1.423,0.822,-0.205,0.928,0.958,0.093,0.709,1.099,-0.085,-0.445,-0.172,-0.767,-0.659,-1.208,3.156
Guinea-Bissau,119,2014,0.439,0.218,0.279,0.666,0.725,0.39,0.752,18.0,0.0,2.0,0.0,-0.108,-1.139,-0.413,1.652,0.218,0.094,89.3,79.71,0.834,1.886,0.748,2.268,0.79,1.253,1.65,-0.019,0.822,1.028,0.877,87.0,0.779,0.954,1.197,1.423,0.822,-0.274,1.018,0.958,0.274,0.709,0.937,0.188,-0.207,-0.136,-0.767,-0.505,-1.069,3.228
Guinea-Bissau,119,2019,0.531,0.372,0.338,0.644,0.746,0.655,0.802,18.0,0.0,2.0,0.0,-0.108,-1.139,-0.267,1.624,0.372,-0.819,84.69,68.93,0.546,1.549,0.918,2.268,0.683,1.872,1.683,0.434,1.086,0.978,0.8,80.4,0.779,0.509,2.167,1.423,0.83,-0.779,0.909,0.958,0.302,0.709,1.229,0.188,-0.23,-0.136,-0.767,-0.643,-1.54,3.632
Jamaica,120,1997,0.651,0.225,0.504,0.888,0.911,0.583,0.717,18.0,0.0,2.0,0.0,-0.581,-1.001,-0.116,-1.039,0.225,1.025,65.42,48.77,2.168,2.053,2.798,1.657,1.981,1.655,2.446,0.311,1.53,1.867,1.032,95.4,2.671,2.482,0.098,2.157,1.806,1.198,2.096,0.959,1.22,1.248,1.269,1.045,1.604,1.554,0.094,0.716,0.951,15.446
Jamaica,120,2002,0.706,1.183,0.578,0.901,0.913,0.672,0.717,18.0,0.0,2.0,0.0,-0.581,-1.001,-0.124,-1.041,1.183,1.18,59.06,50.89,2.168,2.053,2.798,1.657,1.981,1.655,2.446,1.107,1.53,1.867,1.032,94.6,2.671,2.482,0.098,2.157,1.806,1.903,2.096,0.959,1.22,1.248,1.269,1.045,1.604,1.554,0.275,0.716,0.951,15.739
Jamaica,120,2007,0.767,1.818,0.647,0.909,0.911,0.789,0.781,18.0,0.0,2.0,0.0,-0.477,-1.001,-0.839,-0.7,1.818,1.064,60.4,49.56,2.168,2.053,2.798,1.657,1.981,1.655,2.446,1.107,1.53,1.867,1.032,94.6,2.671,2.482,0.923,2.157,0.903,2.151,2.096,0.959,1.22,1.248,1.695,1.462,1.604,1.554,0.275,0.716,0.951,16.952
Jamaica,120,2011,0.773,1.789,0.655,0.909,0.913,0.799,0.819,18.0,0.0,2.0,0.0,-0.477,-1.001,-0.77,-0.758,1.789,1.078,53.17,46.18,2.168,2.053,2.798,1.657,1.981,1.655,2.446,1.383,1.53,1.867,1.032,95.1,2.671,2.482,1.319,2.157,0.903,2.151,2.096,0.959,1.22,1.248,1.695,1.462,1.688,1.554,0.275,0.785,0.849,16.478
Kazakhstan,121,1995,0.29,-0.609,0.148,0.427,0.488,0.268,0.402,18.0,0.0,2.0,0.0,0.736,-1.045,-0.858,0.424,-0.609,-0.325,80.73,64.3,1.437,-0.284,0.141,-0.097,0.258,1.898,1.807,0.47,1.468,1.817,1.156,93.0,0.659,0.546,-0.69,1.653,-0.978,-0.354,-0.691,-1.068,-0.141,-0.095,-0.385,0.272,-1.304,-0.492,-2.041,1.293,1.177,17.244
Kazakhstan,121,1999,0.272,-1.01,0.131,0.407,0.424,0.199,0.429,18.0,0.0,2.0,1.0,0.736,-0.929,-0.932,0.417,-1.01,-1.002,85.77,71.11,0.979,-0.284,0.327,-0.138,0.258,1.254,1.807,0.752,1.468,1.817,1.156,98.333,0.364,0.546,-0.69,1.653,-0.978,-0.762,-0.691,0.951,-0.141,-0.223,-0.408,-0.031,-1.304,-0.492,-1.01,1.293,1.177,17.705
Kazakhstan,121,2004,0.246,-1.141,0.123,0.373,0.291,0.205,0.394,18.0,0.0,2.0,1.0,0.736,0.036,-1.008,0.882,-1.141,-1.048,56.49,48.42,-0.689,-0.464,-0.358,-0.138,0.892,1.254,1.807,0.438,1.423,1.98,1.156,98.333,0.364,-0.291,-0.69,1.653,-0.978,-0.762,-0.772,0.951,-0.141,-0.223,-0.408,-0.437,-1.304,-0.492,-1.01,1.293,1.177,28.164
Kazakhstan,121,2005,0.239,-1.234,0.121,0.352,0.279,0.194,0.394,18.0,0.0,2.0,1.0,0.736,0.036,-0.781,0.647,-1.234,-0.995,76.78,66.98,-0.411,-0.464,-0.358,-0.138,0.892,1.254,1.807,0.438,1.423,1.98,1.156,98.333,-0.282,-0.291,-0.69,1.653,-0.978,-0.762,-0.772,0.951,-0.141,-0.223,-0.408,-0.437,-1.304,-0.492,-1.01,1.293,1.177,31.223
Kazakhstan,121,2007,0.242,-1.274,0.123,0.355,0.274,0.222,0.387,18.0,0.0,2.0,1.0,0.736,0.176,-1.003,0.668,-1.274,-0.932,68.41,57.54,-0.33,-0.464,-0.358,-0.138,0.892,1.254,1.807,0.438,1.423,1.98,1.156,98.333,-0.282,-0.291,-0.69,1.653,-0.978,-0.723,-0.772,0.951,-0.141,-0.223,-0.408,-0.437,-1.304,-0.492,-1.01,1.293,1.177,37.343
Kazakhstan,121,2011,0.234,-1.37,0.12,0.342,0.24,0.221,0.378,18.0,0.0,2.0,1.0,0.736,0.176,-1.036,0.612,-1.37,-1.171,89.99,72.72,-0.523,-0.694,-0.35,-0.688,0.892,1.254,1.807,0.178,1.423,1.98,0.788,98.333,-0.313,-0.092,-0.69,1.609,-1.345,-0.723,-1.014,0.951,-0.199,-0.454,-0.56,-0.683,-1.304,-0.492,-1.01,1.293,1.177,45.937
Kazakhstan,121,2012,0.235,-1.37,0.113,0.353,0.23,0.223,0.378,18.0,0.0,2.0,1.0,0.736,0.176,-1.036,0.721,-1.37,-1.171,75.44,56.88,-0.59,-0.793,-0.35,-0.688,0.892,1.254,1.807,0.435,1.423,1.98,0.788,98.333,-0.396,-0.092,-0.69,1.609,-1.345,-0.723,-1.014,0.951,-0.199,-0.454,-0.56,-0.683,-1.304,-0.492,-1.01,1.293,1.177,48.104
Kazakhstan,121,2015,0.236,-1.572,0.113,0.348,0.21,0.258,0.378,18.0,0.0,2.0,1.0,0.113,0.284,-0.97,0.671,-1.572,-1.214,95.21,70.8,-0.668,-0.862,-0.49,-0.917,0.793,1.254,1.807,0.106,0.963,1.506,0.791,99.333,-0.584,-0.024,-0.69,1.609,-1.106,-0.601,-0.909,0.951,-0.019,-0.676,-0.454,-0.782,-1.304,-0.202,-1.01,1.145,1.177,50.496
Kazakhstan,121,2016,0.245,-1.152,0.117,0.345,0.208,0.313,0.401,18.0,0.0,2.0,1.0,0.059,0.284,-0.652,0.866,-1.152,-1.214,77.1,58.43,-0.668,-0.862,-0.442,-0.852,0.532,1.03,1.579,-0.239,1.354,1.848,0.791,99.333,-0.764,-0.121,-0.446,1.609,-1.106,-0.601,-0.909,0.951,-0.019,-0.676,-0.617,-0.782,-1.304,-0.202,-1.01,1.145,1.177,50.565
Kazakhstan,121,2019,0.236,-1.004,0.113,0.306,0.219,0.295,0.395,18.0,0.0,2.0,1.0,0.059,0.284,-0.767,1.004,-1.004,0.72,77.54,70.09,-0.668,-0.861,-0.135,-0.137,0.641,0.477,0.929,-0.032,1.563,2.234,1.021,97.857,-0.497,-0.152,-0.444,1.665,-1.356,-1.384,-1.399,0.951,0.147,-0.895,-0.768,-1.284,-0.956,-0.585,-1.271,1.187,1.119,52.424
Kyrgyzstan,122,1995,0.303,-1.121,0.179,0.564,0.436,0.222,0.316,18.0,0.0,2.0,0.0,0.868,-1.967,-1.912,1.123,-1.121,0.379,86.19,72.95,1.034,-0.891,0.773,0.557,0.808,1.038,0.562,-0.948,1.806,1.254,1.347,97.083,1.221,1.179,-0.244,1.153,-2.163,0.196,1.686,-2.14,-0.066,0.593,0.515,-0.508,0.671,0.567,-2.077,1.042,1.339,6.763
Kyrgyzstan,122,2000,0.288,-1.273,0.169,0.476,0.495,0.175,0.457,18.0,0.0,2.0,1.0,0.904,-1.967,-1.898,1.965,-1.273,-0.772,77.26,74.29,1.484,-0.447,0.492,0.552,1.92,1.038,0.518,0.052,1.806,1.254,1.347,97.083,0.1,0.15,-0.024,1.153,-2.163,-1.072,-0.544,-1.16,-0.093,0.42,0.169,-0.77,0.338,-0.105,-2.077,1.042,0.547,6.732
Kyrgyzstan,122,2005,0.324,-0.965,0.186,0.546,0.624,0.177,0.441,18.0,0.0,2.0,0.0,0.904,-1.967,-1.986,1.57,-0.965,-1.007,74.97,65.8,1.451,0.874,0.492,0.293,1.92,1.038,0.518,0.052,1.806,1.254,1.347,97.083,0.438,0.649,-0.024,1.153,-1.726,-0.237,-0.544,0.989,0.089,0.491,-0.24,-0.319,-0.825,-0.105,-2.077,1.042,0.547,7.7
Kyrgyzstan,122,2007,0.318,-1.399,0.172,0.54,0.582,0.194,0.415,18.0,0.0,2.0,1.0,0.904,-1.967,-1.941,1.129,-1.399,-0.99,75.2,63.63,1.409,0.664,0.521,0.222,1.92,0.923,0.518,0.194,1.461,1.254,1.225,97.083,0.438,0.076,-0.35,1.153,-1.597,-0.383,-0.715,0.989,-0.12,0.846,0.006,-0.418,-0.906,0.101,-2.077,0.913,0.547,8.518
Kyrgyzstan,122,2009,0.298,-1.321,0.157,0.49,0.568,0.156,0.401,18.0,0.0,2.0,1.0,0.933,-1.967,-1.997,1.137,-1.321,-1.13,79.2,67.18,1.409,0.513,0.385,0.155,1.92,0.923,0.518,0.376,1.461,1.398,0.894,97.083,0.29,-0.076,-0.35,1.153,-1.327,-0.591,-0.882,0.989,-0.4,0.364,-0.431,-0.418,-1.036,0.101,-2.077,0.913,0.547,9.307
Kyrgyzstan,122,2010,0.383,-0.206,0.254,0.649,0.746,0.233,0.604,18.0,0.0,2.0,0.0,1.265,-1.943,-1.484,2.241,-0.206,-0.07,56.59,45.62,1.746,1.331,0.412,0.62,1.92,0.923,0.518,0.967,1.461,1.398,0.997,90.0,1.034,0.81,0.973,1.62,-1.162,0.202,-0.523,0.989,0.3,0.816,0.747,0.436,-0.452,0.041,-1.525,0.773,0.599,9.496
Kyrgyzstan,122,2011,0.473,-0.189,0.332,0.761,0.788,0.38,0.655,18.0,0.0,2.0,0.0,1.265,-1.741,-1.46,2.122,-0.189,-0.37,61.28,52.06,1.746,1.27,1.019,1.052,1.92,0.923,0.518,0.967,1.387,1.398,1.247,96.538,1.373,1.092,1.374,1.62,-1.216,0.873,-0.463,0.989,1.005,1.517,1.315,0.682,-0.427,0.728,-1.525,0.773,0.599,9.911
Kyrgyzstan,122,2015,0.456,-0.411,0.314,0.748,0.713,0.391,0.625,18.0,0.0,2.0,1.0,1.312,-1.81,-1.454,2.087,-0.411,-0.042,56.62,42.46,1.285,1.17,1.022,0.856,1.228,0.803,0.451,1.095,1.293,1.956,0.292,96.727,0.573,0.396,0.987,1.605,-1.078,0.812,-0.552,0.989,0.73,1.39,1.126,0.925,-0.511,0.676,-2.056,0.737,0.541,11.48
Kyrgyzstan,122,2017,0.453,-0.37,0.301,0.721,0.69,0.416,0.607,18.0,0.0,2.0,1.0,1.512,-1.517,-0.579,2.012,-0.37,-0.049,56.32,45.13,1.285,0.583,0.841,0.825,1.648,1.183,0.451,1.206,1.579,1.956,0.799,98.4,0.922,0.441,0.947,1.605,-0.647,0.803,-0.07,0.989,0.553,1.268,1.11,0.957,-0.511,0.745,-2.056,0.737,0.541,11.736
Libya,124,2012,0.33,0.578,0.207,0.816,0.723,0.336,0.719,18.0,0.0,2.0,0.0,1.278,-0.579,1.241,0.948,0.578,-0.388,61.58,48.72,1.058,1.307,0.041,-1.644,0.365,0.162,-0.284,-0.101,0.688,0.981,1.004,71.608,1.737,1.052,0.437,-0.213,1.584,1.715,1.32,0.932,1.167,1.021,1.877,1.28,0.929,1.824,-1.405,0.877,0.572,33.34
